id,character_type,style,complexion,trait_count,item_1,item_2,item_3,item_4,item_5,item_6,item_7
385,Person,Woman,Tan,2,Neck Band,Free Hair,,,,,
386,Person,Man,Tan,2,Ear Ring,Head Rag,,,,,
387,Person,Man,Tan,3,Forward Cap,Golden Chain,Smoking Pipe,,,,
388,Person,Woman,Tan,3,Smooth Blonde Hair,Bright Lipstick,Blue Clown Eyes,,,,
389,Person,Man,Fair,2,Pink Cheeks,Head Rag,,,,,
390,Person,Woman,Fair,1,Untidy Hair,,,,,,
391,Person,Woman,Deep,3,Face Mask,Dark Lipstick,Wild Blonde Hair,,,,
392,Person,Man,Tan,1,Bald Head,,,,,,
393,Person,Man,Fair,3,Smoke Stick,Forward Cap,Vision Gear,,,,
394,Person,Woman,Fair,2,Pink Hair Hat,Ear Ring,,,,,
395,Person,Man,Fair,3,Forward Cap,Ear Ring,Simple Beard,,,,
396,Person,Woman,Tan,1,Smooth Blonde Hair,,,,,,
397,Person,Man,Tan,1,Ranch Hat,,,,,,
398,Person,Man,Deep,1,Head Wrap,,,,,,
399,Person,Man,Deep,2,Violet Hair,Slim Shades,,,,,
400,Person,Woman,Tan,3,Purple Makeup,Violet Lipstick,Golden Bob,,,,
401,Person,Man,Deep,3,Loose Hair,Ear Ring,Full Beard,,,,
402,Person,Man,Deep,2,Thin Spike Cut,Dark Front Beard,,,,,
403,Person,Man,Deep,2,Retro Shades,Green Clown Hair,,,,,
404,Person,Woman,Fair,3,Orange Side Hair,Steel Chain,Smoke Stick,,,,
405,Person,Woman,Tan,1,Untidy Hair,,,,,,
406,Person,Man,Deep,2,Hooded Top,Study Glasses,,,,,
407,Person,Woman,Fair,3,Wild Blonde Hair,Violet Lipstick,Ear Ring,,,,
408,Person,Man,Deep,1,Forward Cap,,,,,,
409,Person,Woman,Fair,2,Wool Cap,Dark Lipstick,,,,,
410,Person,Man,Pale,2,Head Band,Patch Eye,,,,,
411,Person,Woman,Fair,3,Dark Lipstick,Free Hair,Blue Clown Eyes,,,,
412,Person,Man,Pale,3,Violet Hair,Retro Shades,Ear Ring,,,,
413,Person,Woman,Pale,1,Smooth Hair,,,,,,
414,Person,Man,Fair,3,Stubble Beard,Ear Ring,Tall Hat,,,,
415,Person,Man,Fair,4,Sad Face,Officer Cap,Slim Shades,Beauty Mark,,,
416,Person,Man,Deep,3,Smoke Stick,Hooded Top,Happy Face,,,,
417,Person,Woman,Deep,1,Smooth Dark Hair,,,,,,
418,Person,Woman,Deep,3,Vapor Stick,Wild White Hair,Dark Lipstick,,,,
419,Person,Woman,Tan,2,Head Wrap,Ear Ring,,,,,
420,Person,Man,Pale,2,Ear Ring,Wacky Hair,,,,,
421,Person,Man,Tan,2,Front Facial Hair,Free Hair,,,,,
422,Person,Woman,Fair,4,Purple Makeup,Deep Hair,Violet Lipstick,Ear Ring,,,
423,Person,Man,Deep,2,Blue Clown Eyes,Bald Head,,,,,
424,Person,Man,Pale,3,Hooded Top,Side Burns,Standard Shades,,,,
425,Person,Woman,Deep,3,Untidy Hair,Dark Lipstick,Rim Glasses,,,,
426,Person,Man,Deep,2,Sharp Spike,Large Shades,,,,,
427,Person,Woman,Deep,1,Untidy Hair,,,,,,
428,Person,Woman,Deep,1,Purple Makeup,,,,,,
429,Person,Man,Tan,2,Officer Cap,Happy Face,,,,,
430,Person,Woman,Deep,3,Deep Hair,Violet Lipstick,Ear Ring,,,,
431,Person,Woman,Deep,2,Rim Glasses,Head Band,,,,,
432,Person,Man,Tan,3,Smoke Stick,Untidy Hair,Ear Ring,,,,
433,Person,Man,Tan,4,Thin Spike Cut,Ear Ring,Simple Beard,Standard Shades,,,
434,Person,Man,Pale,2,Loose Hair,Face Mask,,,,,
435,Person,Man,Tan,2,Thin Spike Cut,Side Burns,,,,,
436,Person,Man,Tan,1,Health Mask,,,,,,
437,Person,Man,Fair,3,Dark Front Beard,Wacky Hair,Patch Eye,,,,
438,Person,Woman,Tan,1,Dark Spike Cut,,,,,,
439,Person,Man,Tan,2,Stubble Beard,Wool Cap,,,,,
440,Person,Woman,Deep,2,Dark Lipstick,Short Blonde Hair,,,,,
441,Person,Man,Deep,2,Thin Hair,Stubble Beard,,,,,
442,Person,Man,Fair,2,Front Facial Hair,Ranch Hat,,,,,
443,Person,Woman,Deep,1,Wild Blonde Hair,,,,,,
444,Person,Man,Deep,3,Stubble Beard,Ear Ring,Head Rag,,,,
445,Person,Woman,Deep,4,Smoking Pipe,Flight Helmet,Violet Lipstick,Ear Ring,,,
446,Person,Woman,Tan,3,Smooth Blonde Hair,Smoke Stick,Study Glasses,,,,
447,Person,Man,Tan,2,Thin Hair,Large Shades,,,,,
448,Person,Man,Fair,1,Bald Head,,,,,,
449,Person,Woman,Tan,3,Smooth Hair,Violet Lipstick,Smoke Stick,,,,
450,Person,Man,Tan,3,Smoke Stick,Dress Hat,Slim Shades,,,,
451,Person,Man,Deep,1,Head Rag,,,,,,
452,Person,Man,Pale,1,Wool Cap,,,,,,
453,Person,Man,Tan,2,Soft Cap,Front Teeth,,,,,
454,Person,Man,Deep,3,Untidy Hair,Jaw Beard,Health Mask,,,,
455,Person,Man,Deep,3,Rich Beard,Tall Hat,Vision Gear,,,,
456,Person,Man,Tan,4,Thin Spike Cut,Freckles,Ear Ring,Study Glasses,,,
457,Person,Man,Fair,3,Jaw Beard,Wool Cap,Depth Glasses,,,,
458,Person,Man,Deep,3,Dark Beard,Soft Cap,Ear Ring,,,,
459,Person,Man,Deep,1,Officer Cap,,,,,,
460,Person,Woman,Fair,5,Dark Lipstick,Neck Band,Retro Shades,Ear Ring,Dark Spike Cut,,
461,Person,Man,Deep,2,Wool Cap,Happy Face,,,,,
462,Person,Man,Deep,3,Funny Nose,Forward Cap,Standard Shades,,,,
463,Person,Man,Tan,2,Head Wrap,Vapor Stick,,,,,
464,Person,Woman,Deep,2,Bright Lipstick,Dark Spike Cut,,,,,
465,Person,Man,Fair,3,Hooded Top,Smoking Pipe,Depth Glasses,,,,
466,Person,Woman,Tan,2,Violet Lipstick,Golden Bob,,,,,
467,Person,Man,Fair,3,Front Facial Hair,Violet Hair,Retro Shades,,,,
468,Person,Man,Deep,1,Sharp Spike,,,,,,
469,Person,Woman,Fair,1,Loose Hair,,,,,,
470,Person,Man,Deep,3,Large Shades,Wool Cap,Beauty Mark,,,,
471,Person,Woman,Deep,2,Green Clown Eyes,Thin Hair,,,,,
472,Person,Man,Deep,3,Free Hair,Moustache,Standard Shades,,,,
473,Person,Woman,Fair,2,Green Makeup,Smooth Dark Hair,,,,,
474,Person,Woman,Deep,2,Twin Tails,Smoke Stick,,,,,
475,Person,Woman,Pale,1,Wacky Hair,,,,,,
476,Person,Man,Tan,4,Side Burns,Study Glasses,Smoking Pipe,Spike Cut,,,
477,Person,Woman,Tan,2,Violet Lipstick,Dark Spike Cut,,,,,
478,Person,Man,Deep,2,Smoke Stick,Sharp Spike,,,,,
479,Person,Woman,Fair,2,Standard Shades,Deep Hair,,,,,
480,Person,Man,Tan,3,Jaw Beard,Ear Ring,Tall Hat,,,,
481,Person,Woman,Fair,2,Free Hair,Study Glasses,,,,,
482,Person,Woman,Fair,2,Tassel Cap,Bright Lipstick,,,,,
483,Person,Man,Fair,2,Thin Hair,Moustache,,,,,
484,Person,Man,Deep,2,Study Glasses,Wool Cap,,,,,
485,Person,Man,Tan,4,Ear Ring,Head Band,Depth Glasses,Full Beard,,,
486,Person,Woman,Tan,2,Smooth Blonde Hair,Bright Lipstick,,,,,
487,Person,Man,Deep,1,Wacky Hair,,,,,,
488,Person,Woman,Tan,3,Beauty Mark,Side Shaved,Ear Ring,,,,
489,Person,Man,Deep,2,Retro Shades,Head Rag,,,,,
490,Person,Woman,Fair,2,Twin Tails,Ear Ring,,,,,
491,Person,Woman,Fair,3,Blue Makeup,Bright Lipstick,Side Shaved,,,,
492,Person,Man,Fair,3,Stubble Beard,Retro Shades,Bald Head,,,,
493,Person,Woman,Deep,2,Wild Blonde Hair,Violet Lipstick,,,,,
494,Person,Man,Fair,2,Thin Hair,Dark Front Beard,,,,,
495,Person,Man,Deep,2,Wacky Hair,Happy Face,,,,,
496,Person,Man,Tan,4,Dark Beard,Soft Cap,Ear Ring,Slim Shades,,,
497,Person,Man,Fair,2,Sharp Spike,Moustache,,,,,
498,Person,Woman,Fair,2,Short Blonde Hair,Ear Ring,,,,,
499,Person,Woman,Fair,3,Work Goggles,Smooth Blonde Hair,Smoke Stick,,,,
500,Person,Woman,Tan,1,Smooth Hair,,,,,,
501,Person,Woman,Tan,2,Flight Helmet,Ear Ring,,,,,
502,Person,Man,Fair,3,Ear Ring,Simple Beard,Head Band,,,,
503,Person,Man,Fair,2,Dark Front Beard,Dark Spike Cut,,,,,
504,Person,Woman,Deep,3,Dark Lipstick,Flight Helmet,Ear Ring,,,,
505,Person,Man,Tan,2,Simple Beard,Head Band,,,,,
506,Person,Man,Tan,2,Untidy Hair,Large Shades,,,,,
507,Person,Woman,Tan,2,Bright Lipstick,Deep Hair,,,,,
508,Person,Man,Tan,2,Ear Ring,Wool Cap,,,,,
509,Person,Woman,Deep,2,Standard Shades,Free Hair,,,,,
510,Person,Man,Tan,0,,,,,,,
511,Person,Man,Tan,2,Head Wrap,Beauty Mark,,,,,
512,Person,Man,Deep,2,Smoke Stick,Hooded Top,,,,,
513,Person,Man,Fair,1,Wool Cap,,,,,,
514,Person,Woman,Pale,3,Smooth Hair,Patch Eye,Bright Lipstick,,,,
515,Person,Man,Pale,2,Simple Beard,Dark Spike Cut,,,,,
516,Person,Man,Tan,3,Simple Beard,Depth Glasses,Ranch Hat,,,,
517,Person,Man,Tan,3,Untidy Hair,Goatee,Smoking Pipe,,,,
518,Person,Man,Tan,3,Ear Ring,Vision Gear,Spike Cut,,,,
519,Person,Man,Fair,1,Loose Hair,,,,,,
520,Person,Man,Fair,3,Hooded Top,Handle Mustache,Standard Shades,,,,
521,Person,Woman,Pale,1,Golden Bob,,,,,,
522,Person,Woman,Fair,2,Golden Bob,Study Glasses,,,,,
523,Person,Man,Tan,2,Thin Hair,Happy Face,,,,,
524,Person,Man,Deep,2,Side Burns,Violet Hair,,,,,
525,Person,Woman,Tan,4,Steel Chain,Bright Lipstick,Ear Ring,Smooth Dark Hair,,,
526,Person,Man,Pale,2,Night Hair,Beauty Mark,,,,,
527,Person,Woman,Fair,3,Smooth Blonde Hair,Bright Lipstick,Standard Shades,,,,
528,Person,Woman,Fair,1,Spike Cut,,,,,,
529,Person,Woman,Tan,1,Head Band,,,,,,
530,Person,Woman,Tan,1,Golden Bob,,,,,,
531,Person,Man,Deep,2,Ear Ring,Wool Cap,,,,,
532,Person,Woman,Deep,1,Dark Spike Cut,,,,,,
533,Person,Man,Fair,2,Sharp Spike,Freckles,,,,,
534,Person,Woman,Deep,2,Twin Tails,Vision Gear,,,,,
535,Person,Man,Tan,3,Moustache,Wool Cap,Beauty Mark,,,,
536,Person,Man,Deep,3,Hooded Top,Rim Glasses,Simple Beard,,,,
537,Person,Woman,Deep,2,Pink Hair Hat,Violet Lipstick,,,,,
538,Person,Woman,Tan,3,Wool Cap,Green Makeup,Bright Lipstick,,,,
539,Person,Man,Pale,3,Moustache,Vision Gear,Dark Spike Cut,,,,
540,Person,Man,Fair,2,Stubble Beard,Spike Cut,,,,,
541,Person,Man,Fair,3,Untidy Hair,Dark Front Beard,Study Glasses,,,,
542,Person,Man,Tan,4,Thin Hair,Goatee,Health Mask,Standard Shades,,,
543,Person,Man,Tan,3,Thin Hair,Moustache,Ear Ring,,,,
544,Person,Man,Tan,1,Wacky Hair,,,,,,
545,Person,Woman,Deep,2,Untidy Hair,Vision Gear,,,,,
546,Person,Man,Tan,3,Sad Face,Head Band,Slim Shades,,,,
547,Person,Woman,Tan,2,Wool Cap,Ear Ring,,,,,
548,Person,Woman,Deep,2,Dark Lipstick,Loose Hair,,,,,
549,Person,Man,Pale,1,Depth Glasses,,,,,,
550,Person,Man,Tan,2,Ear Ring,Tall Hat,,,,,
551,Person,Man,Tan,2,Sharp Spike,Ear Ring,,,,,
552,Person,Man,Tan,3,Front Facial Hair,Vision Gear,Head Rag,,,,
553,Person,Woman,Deep,2,Free Hair,Depth Glasses,,,,,
554,Person,Woman,Deep,2,Free Hair,Violet Lipstick,,,,,
555,Person,Man,Deep,3,Ear Ring,Rim Glasses,Spike Cut,,,,
556,Person,Man,Deep,2,Untidy Hair,Stubble Beard,,,,,
557,Person,Man,Deep,3,Dark Beard,Wacky Hair,Slim Shades,,,,
558,Person,Man,Pale,2,Ear Ring,Dark Spike Cut,,,,,
559,Person,Woman,Tan,1,Thin Spike Cut,,,,,,
560,Person,Woman,Tan,2,Dark Lipstick,Golden Bob,,,,,
561,Person,Man,Tan,2,Tall Hat,Depth Glasses,,,,,
562,Person,Man,Tan,3,Face Mask,Soft Cap,Pink Cheeks,,,,
563,Person,Woman,Fair,4,Smoking Pipe,Vision Gear,Ear Ring,Smooth Dark Hair,,,
564,Person,Man,Deep,2,Spike Cut,Full Beard,,,,,
565,Person,Man,Tan,1,Stubble Beard,,,,,,
566,Person,Woman,Tan,1,Free Hair,,,,,,
567,Person,Man,Deep,2,Head Wrap,Vision Gear,,,,,
568,Person,Man,Pale,2,Sharp Spike,Vision Gear,,,,,
569,Person,Woman,Tan,2,Wool Cap,Dark Lipstick,,,,,
570,Person,Man,Pale,3,Smoke Stick,Soft Cap,Side Burns,,,,
571,Person,Woman,Fair,2,Twin Tails,Violet Lipstick,,,,,
572,Person,Man,Deep,2,Blue Clown Eyes,Head Rag,,,,,
573,Person,Woman,Tan,3,Beauty Mark,Wild White Hair,Vision Gear,,,,
574,Person,Man,Fair,2,Head Wrap,Goatee,,,,,
575,Person,Woman,Fair,2,Dark Lipstick,Loose Hair,,,,,
576,Person,Woman,Pale,2,Tassel Cap,Dark Lipstick,,,,,
577,Person,Man,Tan,2,Soft Cap,Freckles,,,,,
578,Person,Man,Tan,2,Dark Front Beard,Dress Hat,,,,,
579,Person,Woman,Deep,2,Smooth Blonde Hair,Ear Ring,,,,,
580,Person,Woman,Deep,2,Tassel Cap,Green Clown Eyes,,,,,
581,Person,Woman,Tan,3,Short Blonde Hair,Ear Ring,Smoke Stick,,,,
582,Person,Man,Deep,1,Soft Cap,,,,,,
583,Person,Man,Fair,2,Retro Shades,Head Rag,,,,,
584,Person,Woman,Deep,2,Red Spike Cut,Bright Lipstick,,,,,
585,Person,Woman,Deep,2,Pink Hair Hat,Ear Ring,,,,,
586,Person,Woman,Fair,2,Purple Makeup,Free Hair,,,,,
587,Person,Man,Fair,2,Ear Ring,Head Rag,,,,,
588,Person,Woman,Deep,5,Tassel Cap,Large Shades,Dark Lipstick,Ear Ring,Smoke Stick,,
589,Person,Woman,Tan,4,Spike Cut,Bright Lipstick,Standard Shades,Ear Ring,,,
590,Person,Woman,Deep,2,Retro Shades,Smooth Dark Hair,,,,,
591,Person,Man,Fair,3,Goatee,Bald Head,Slim Shades,,,,
592,Person,Man,Deep,3,Smoke Stick,Violet Hair,Patch Eye,,,,
593,Person,Woman,Tan,3,Crown Band,Ear Ring,Study Glasses,,,,
594,Person,Man,Fair,2,Wool Cap,Patch Eye,,,,,
595,Person,Man,Deep,2,Head Band,Patch Eye,,,,,
596,Person,Woman,Tan,3,Health Mask,Ear Ring,Golden Bob,,,,
597,Person,Woman,Deep,2,Untidy Hair,Pink Cheeks,,,,,
598,Person,Woman,Pale,3,Wild White Hair,Purple Makeup,Ear Ring,,,,
599,Person,Man,Tan,2,Thin Spike Cut,Stubble Beard,,,,,
600,Person,Woman,Fair,2,Wacky Hair,Violet Lipstick,,,,,
601,Person,Woman,Deep,3,Dark Lipstick,Dark Spike Cut,Blue Clown Eyes,,,,
602,Person,Woman,Fair,2,Wacky Hair,Bright Lipstick,,,,,
603,Person,Woman,Pale,3,Dark Lipstick,Wild Blonde Hair,Smoke Stick,,,,
604,Person,Woman,Tan,2,Free Hair,Violet Lipstick,,,,,
605,Person,Man,Tan,5,Smoke Stick,Ear Ring,Green Clown Hair,Slim Shades,Beauty Mark,,
606,Person,Woman,Fair,3,Green Clown Eyes,Violet Lipstick,Dark Spike Cut,,,,
607,Person,Man,Tan,3,Thin Hair,Ear Ring,Green Clown Eyes,,,,
608,Person,Man,Fair,2,Thin Hair,Depth Glasses,,,,,
609,Person,Man,Fair,2,Rich Beard,Head Rag,,,,,
610,Person,Man,Tan,3,Forward Cap,Large Shades,Ear Ring,,,,
611,Person,Woman,Tan,1,Soft Cap,,,,,,
612,Person,Man,Pale,3,Stubble Beard,Vision Gear,Dark Spike Cut,,,,
613,Person,Man,Fair,2,Loose Hair,Jaw Beard,,,,,
614,Person,Woman,Pale,1,Head Band,,,,,,
615,Person,Man,Tan,2,Free Hair,Slim Shades,,,,,
616,Person,Woman,Fair,3,Smooth Blonde Hair,Bright Lipstick,Retro Shades,,,,
617,Person,Man,Deep,3,Hooded Top,Simple Beard,Slim Shades,,,,
618,Person,Woman,Deep,2,Green Clown Eyes,Free Hair,,,,,
619,Person,Man,Tan,4,Front Facial Hair,Loose Hair,Ear Ring,Patch Eye,,,
620,Person,Woman,Tan,2,Rim Glasses,Smooth Hair,,,,,
621,Person,Man,Tan,5,Sharp Spike,Ear Ring,Simple Beard,Happy Face,Patch Eye,,
622,Person,Man,Deep,4,Loose Hair,Ear Ring,Rim Glasses,Full Beard,,,
623,Person,Man,Tan,4,Dress Hat,Rim Glasses,Simple Beard,Happy Face,,,
624,Person,Man,Deep,3,Large Shades,Ear Ring,Wacky Hair,,,,
625,Person,Man,Tan,4,Thin Hair,Smoke Stick,Dark Beard,Patch Eye,,,
626,Person,Man,Tan,2,Ear Ring,Ranch Hat,,,,,
627,Person,Man,Pale,1,Hooded Top,,,,,,
628,Person,Woman,Pale,4,Purple Makeup,Thin Hair,Violet Lipstick,Ear Ring,,,
629,Person,Man,Tan,1,Standard Shades,,,,,,
630,Person,Man,Tan,2,Handle Mustache,Thin Spike Cut,,,,,
631,Person,Woman,Tan,3,Large Shades,Head Band,Smoke Stick,,,,
632,Person,Man,Tan,2,Blue Clown Eyes,Sharp Spike,,,,,
633,Person,Man,Tan,4,Soft Cap,Freckles,Ear Ring,Standard Shades,,,
634,Person,Man,Fair,2,Loose Hair,Large Shades,,,,,
635,Cosmic,Man,Plain,2,Head Wrap,Standard Shades,,,,,
636,Person,Man,Tan,3,Jaw Beard,Retro Shades,Spike Cut,,,,
637,Person,Woman,Tan,2,Dark Lipstick,Smooth Dark Hair,,,,,
638,Person,Man,Tan,4,Jaw Beard,Tall Hat,Happy Face,Vision Gear,,,
639,Person,Man,Deep,3,Sharp Spike,Stubble Beard,Beauty Mark,,,,
640,Person,Man,Fair,2,Wool Cap,Smoking Pipe,,,,,
641,Person,Woman,Fair,0,,,,,,,
642,Person,Woman,Tan,2,Pink Hair Hat,Violet Lipstick,,,,,
643,Person,Man,Tan,3,Moustache,Happy Face,Spike Cut,,,,
644,Person,Man,Pale,2,Thin Spike Cut,Ear Ring,,,,,
645,Person,Man,Fair,4,Soft Cap,Ear Ring,Rim Glasses,Goatee,,,
646,Person,Woman,Deep,4,Green Makeup,Bright Lipstick,Ear Ring,Dark Spike Cut,,,
647,Person,Woman,Pale,1,Head Wrap,,,,,,
648,Person,Man,Fair,3,Sharp Spike,Patch Eye,Full Beard,,,,
649,Person,Man,Tan,4,Moustache,Ear Ring,Smoking Pipe,Head Rag,,,
650,Person,Man,Deep,2,Untidy Hair,Full Beard,,,,,
651,Person,Man,Fair,1,Head Rag,,,,,,
652,Person,Man,Deep,3,Dark Beard,Vapor Stick,Dark Spike Cut,,,,
653,Person,Woman,Tan,2,Blue Makeup,Wild Blonde Hair,,,,,
654,Person,Woman,Fair,3,Wild White Hair,Green Clown Eyes,Ear Ring,,,,
655,Person,Man,Fair,2,Jaw Beard,Spike Cut,,,,,
656,Person,Man,Fair,3,Thin Spike Cut,Ear Ring,Happy Face,,,,
657,Person,Man,Tan,4,Smoke Stick,Soft Cap,Retro Shades,Moustache,,,
658,Person,Woman,Pale,2,Dark Lipstick,Spike Cut,,,,,
659,Person,Woman,Pale,3,Beauty Mark,Tassel Cap,Golden Chain,,,,
660,Person,Woman,Deep,4,Purple Makeup,Free Hair,Violet Lipstick,Ear Ring,,,
661,Person,Man,Deep,2,Goatee,Wool Cap,,,,,
662,Person,Man,Pale,2,Side Burns,Violet Hair,,,,,
663,Person,Man,Deep,1,Loose Hair,,,,,,
664,Person,Woman,Fair,2,Tassel Cap,Rim Glasses,,,,,
665,Person,Man,Tan,3,Rich Beard,Green Clown Hair,Standard Shades,,,,
666,Person,Woman,Fair,2,Untidy Hair,Violet Lipstick,,,,,
667,Person,Woman,Tan,2,Bright Lipstick,Dark Spike Cut,,,,,
668,Person,Woman,Tan,2,Green Clown Eyes,Dark Spike Cut,,,,,
669,Person,Woman,Tan,2,Dark Lipstick,Thin Spike Cut,,,,,
670,Person,Woman,Deep,1,Thin Spike Cut,,,,,,
671,Person,Woman,Deep,3,Retro Shades,Side Shaved,Ear Ring,,,,
672,Person,Woman,Fair,2,Wild Blonde Hair,Violet Lipstick,,,,,
673,Person,Man,Tan,2,Large Shades,Dark Spike Cut,,,,,
674,Person,Man,Pale,2,Untidy Hair,Study Glasses,,,,,
675,Person,Woman,Deep,2,Thin Spike Cut,Retro Shades,,,,,
676,Person,Man,Deep,3,Thin Hair,Happy Face,Standard Shades,,,,
677,Person,Woman,Fair,3,Smoking Pipe,Head Wrap,Blue Clown Eyes,,,,
678,Person,Man,Deep,2,Ear Ring,Head Rag,,,,,
679,Person,Man,Tan,3,Side Burns,Steel Chain,Wacky Hair,,,,
680,Person,Man,Deep,2,Sharp Spike,Dark Front Beard,,,,,
681,Person,Man,Tan,1,Night Hair,,,,,,
682,Person,Woman,Tan,3,Vapor Stick,Dark Lipstick,Smooth Dark Hair,,,,
683,Person,Woman,Pale,3,Wool Cap,Vision Gear,Ear Ring,,,,
684,Person,Woman,Tan,4,Pink Hair Hat,Violet Lipstick,Ear Ring,Blue Clown Eyes,,,
685,Person,Man,Tan,2,Spike Cut,Standard Shades,,,,,
686,Person,Man,Tan,5,Jaw Beard,Ear Ring,Smoking Pipe,Happy Face,Bald Head,,
687,Person,Man,Fair,2,Sharp Spike,Side Burns,,,,,
688,Person,Woman,Deep,1,Green Clown Hair,,,,,,
689,Person,Woman,Deep,4,Beauty Mark,Dark Lipstick,Thin Spike Cut,Depth Glasses,,,
690,Person,Man,Fair,3,Untidy Hair,Stubble Beard,Study Glasses,,,,
691,Person,Woman,Tan,3,Untidy Hair,Rim Glasses,Ear Ring,,,,
692,Person,Man,Tan,2,Loose Hair,Face Mask,,,,,
693,Person,Man,Deep,3,Head Wrap,Ear Ring,Vision Gear,,,,
694,Person,Man,Fair,2,Untidy Hair,Ear Ring,,,,,
695,Person,Woman,Tan,2,Tassel Cap,Blue Makeup,,,,,
696,Person,Woman,Fair,3,Purple Makeup,Thin Spike Cut,Violet Lipstick,,,,
697,Person,Woman,Deep,2,Untidy Hair,Bright Lipstick,,,,,
698,Person,Man,Fair,2,Hooded Top,Standard Shades,,,,,
699,Person,Man,Deep,1,Free Hair,,,,,,
700,Person,Man,Deep,2,Ear Ring,Dark Spike Cut,,,,,
701,Person,Man,Fair,2,Sharp Spike,Goatee,,,,,
702,Person,Man,Fair,2,Side Burns,Head Rag,,,,,
703,Person,Man,Fair,2,Sharp Spike,Study Glasses,,,,,
704,Person,Man,Tan,3,Forward Cap,Moustache,Happy Face,,,,
705,Person,Man,Tan,2,Rim Glasses,Wacky Hair,,,,,
706,Person,Woman,Tan,1,Crown Band,,,,,,
707,Person,Woman,Tan,3,Smooth Hair,Bright Lipstick,Pink Cheeks,,,,
708,Person,Woman,Deep,2,Smooth Hair,Violet Lipstick,,,,,
709,Person,Man,Deep,3,Stubble Beard,Ear Ring,Bald Head,,,,
710,Person,Man,Tan,4,Moustache,Ear Ring,Head Band,Standard Shades,,,
711,Person,Man,Pale,3,Soft Cap,Handle Mustache,Slim Shades,,,,
712,Person,Woman,Fair,2,Smooth Hair,Violet Lipstick,,,,,
713,Person,Man,Deep,2,Sharp Spike,Vision Gear,,,,,
714,Person,Woman,Tan,4,Green Makeup,Side Shaved,Ear Ring,Smoke Stick,,,
715,Person,Man,Fair,3,Thin Spike Cut,Ear Ring,Simple Beard,,,,
716,Person,Man,Tan,4,Ear Ring,Happy Face,Head Rag,Patch Eye,,,
717,Person,Woman,Fair,3,Green Makeup,Loose Hair,Ear Ring,,,,
718,Person,Man,Tan,2,Freckles,Head Rag,,,,,
719,Person,Woman,Tan,3,Pink Hair Hat,Bright Lipstick,Ear Ring,,,,
720,Person,Man,Pale,2,Forward Cap,Ear Ring,,,,,
721,Person,Woman,Deep,2,Dark Lipstick,Side Shaved,,,,,
722,Person,Man,Deep,3,Dark Beard,Large Shades,Dark Spike Cut,,,,
723,Person,Man,Tan,2,Free Hair,Study Glasses,,,,,
724,Person,Woman,Fair,2,Red Spike Cut,Purple Makeup,,,,,
725,Person,Man,Pale,2,Soft Cap,Simple Beard,,,,,
726,Person,Man,Tan,4,Vapor Stick,Ear Ring,Slim Shades,Dark Spike Cut,,,
727,Person,Woman,Deep,2,Dark Lipstick,Deep Hair,,,,,
728,Person,Woman,Fair,3,Soft Cap,Violet Lipstick,Ear Ring,,,,
729,Person,Woman,Pale,2,Purple Makeup,Smooth Hair,,,,,
730,Person,Man,Fair,3,Head Wrap,Stubble Beard,Ear Ring,,,,
731,Person,Man,Deep,2,Face Mask,Bald Head,,,,,
732,Person,Woman,Fair,1,Tassel Cap,,,,,,
733,Person,Woman,Fair,3,Retro Shades,Thin Hair,Violet Lipstick,,,,
734,Person,Man,Tan,2,Study Glasses,Spike Cut,,,,,
735,Person,Man,Tan,4,Ear Ring,Study Glasses,Beauty Mark,Ranch Hat,,,
736,Person,Woman,Tan,4,Wool Cap,Dark Lipstick,Ear Ring,Smoke Stick,,,
737,Person,Woman,Deep,3,Green Clown Eyes,Thin Hair,Ear Ring,,,,
738,Person,Man,Tan,1,Ear Ring,,,,,,
739,Person,Woman,Tan,1,Head Wrap,,,,,,
740,Person,Man,Tan,2,Stubble Beard,Spike Cut,,,,,
741,Person,Man,Deep,0,,,,,,,
742,Person,Man,Fair,1,Head Wrap,,,,,,
743,Person,Man,Deep,3,Thin Hair,Front Facial Hair,Ear Ring,,,,
744,Person,Woman,Fair,2,Blue Makeup,Crown Band,,,,,
745,Person,Man,Tan,3,Moustache,Study Glasses,Wool Cap,,,,
746,Person,Woman,Tan,2,Health Mask,Thin Hair,,,,,
747,Person,Man,Tan,2,Soft Cap,Retro Shades,,,,,
748,Person,Man,Deep,2,Loose Hair,Stubble Beard,,,,,
749,Person,Woman,Deep,2,Green Makeup,Deep Hair,,,,,
750,Person,Man,Deep,3,Jaw Beard,Free Hair,Standard Shades,,,,
751,Person,Man,Tan,3,Smoke Stick,Loose Hair,Retro Shades,,,,
752,Person,Man,Tan,1,Untidy Hair,,,,,,
753,Person,Woman,Pale,2,Free Hair,Violet Lipstick,,,,,
754,Person,Man,Fair,4,Stubble Beard,Ear Ring,Study Glasses,Dark Spike Cut,,,
755,Person,Woman,Pale,6,Beauty Mark,Dark Lipstick,Green Clown Eyes,Ear Ring,Golden Bob,Smoke Stick,
756,Person,Woman,Pale,2,Soft Cap,Blue Makeup,,,,,
757,Person,Woman,Deep,3,Untidy Hair,Violet Lipstick,Ear Ring,,,,
758,Person,Woman,Deep,3,Dark Lipstick,Patch Eye,Smoke Stick,,,,
759,Person,Woman,Deep,2,Purple Makeup,Deep Hair,,,,,
760,Person,Woman,Pale,2,Dark Lipstick,Loose Hair,,,,,
761,Person,Woman,Deep,2,Violet Lipstick,Smooth Dark Hair,,,,,
